"","SCALERANK","NATSCALE","LABELRANK","FEATURECLA","NAME","NAMEPAR","NAMEALT","NAMEASCII","ADM0CAP","CAPIN","WORLDCITY","MEGACITY","SOV0NAME","SOV_A3","ADM0NAME","ADM0_A3","ADM1NAME","ISO_A2","NOTE","LATITUDE","LONGITUDE","POP_MAX","POP_MIN","POP_OTHER","RANK_MAX","RANK_MIN","MEGANAME","LS_NAME","MAX_POP10","MAX_POP20","MAX_POP50","MAX_POP300","MAX_POP310","MAX_NATSCA","MIN_AREAKM","MAX_AREAKM","MIN_AREAMI","MAX_AREAMI","MIN_PERKM","MAX_PERKM","MIN_PERMI","MAX_PERMI","MIN_BBXMIN","MAX_BBXMIN","MIN_BBXMAX","MAX_BBXMAX","MIN_BBYMIN","MAX_BBYMIN","MIN_BBYMAX","MAX_BBYMAX","MEAN_BBXC","MEAN_BBYC","TIMEZONE","UN_FID","POP1950","POP1955","POP1960","POP1965","POP1970","POP1975","POP1980","POP1985","POP1990","POP1995","POP2000","POP2005","POP2010","POP2015","POP2020","POP2025","POP2050","MIN_ZOOM","WIKIDATAID","WOF_ID","CAPALT","NAME_EN","NAME_DE","NAME_ES","NAME_FR","NAME_PT","NAME_RU","NAME_ZH","LABEL","NAME_AR","NAME_BN","NAME_EL","NAME_HI","NAME_HU","NAME_ID","NAME_IT","NAME_JA","NAME_KO","NAME_NL","NAME_PL","NAME_SV","NAME_TR","NAME_VI","NE_ID"
"4587",7,20,7,"Admin-1 capital","Kyustendil",,,"Kyustendil",0,,0,0,"Bulgaria","BGR","Bulgaria","BGR","Kyustendil","BG",,42.2842782,22.6911108,51067,48286,51067,8,7,,"Kyustendil",51067,51067,0,0,0,20,11,11,4,4,17,17,10,10,22.666667,22.666667,22.716667,22.716667,42.266667,42.266667,42.3,42.3,22.689815,42.285648,"Europe/Sofia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q189305",101748877,0,"Kyustendil","Kjustendil","Kyustendil","Kyoustendil","Kyustendil","Кюстендил","丘斯滕迪爾",,,,,,,,,,,,,,,,1159145065
"4588",7,20,7,"Admin-1 capital","Dobrich",,,"Dobrich",0,,0,0,"Bulgaria","BGR","Bulgaria","BGR","Dobrich","BG",,43.5850515,27.8399955,94831,52795,45436,8,8,,"Dobrich",52795,52795,0,0,0,20,19,19,7,7,23,23,14,14,27.791667,27.791667,27.858333,27.858333,43.55,43.55,43.6,43.6,27.829444,43.573889,"Europe/Sofia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q168668",101748925,0,"Dobrich","Dobritsch","Dobrich","Dobritch","Dobrich","Добрич","多布里奇",,,,,,,,,,,,,,,,1159145069
"4589",7,20,7,"Admin-1 capital","Varna",,,"Varna",0,,0,0,"Bulgaria","BGR","Bulgaria","BGR","Varna","BG",,43.2156425,27.8952893,312770,178274,176917,10,9,,"Varna",178274,178274,0,0,0,20,43,43,16,16,60,60,37,37,27.833333,27.833333,27.958333,27.958333,43.166667,43.166667,43.258333,43.258333,27.89375,43.216912,"Europe/Sofia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q6506",101748919,0,"Varna","Warna","Varna","Varna","Varna","Варна","瓦爾納",,,,,,,,,,,,,,,,1159145075
"4590",7,20,7,"Admin-1 capital","Ruse",,,"Ruse",0,,0,0,"Bulgaria","BGR","Bulgaria","BGR","Ruse","BG",,43.8536914,25.9733394,184270,156238,182028,9,9,,"Ruse",184270,184270,0,0,0,20,56,56,22,22,76,76,47,47,25.925,25.925,26.041667,26.041667,43.816667,43.816667,43.95,43.95,25.973581,43.872482,"Europe/Sofia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q160173",101748923,0,"Ruse","Russe","Ruse","Roussé","Ruse","Русе","鲁塞",,,,,,,,,,,,,,,,1159145079
"4591",7,20,7,"Admin-1 capital","Graz",,,"Graz",0,,0,0,"Austria","AUT","Austria","AUT","Steiermark","AT",,47.0777582,15.4100048,263234,222326,248342,10,10,,"Graz",263234,263234,0,0,0,20,175,175,68,68,154,154,95,95,15.366667,15.366667,15.558333,15.558333,46.875,46.875,47.158333,47.158333,15.452271,47.036441,"Europe/Vienna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q13298",101913377,0,"Graz","Graz","Graz","Graz","Graz","Грац","格拉茨",,,,,,,,,,,,,,,,1159145083
"4592",7,20,7,"Admin-1 capital","Klagenfurt",,,"Klagenfurt",0,,0,0,"Austria","AUT","Austria","AUT","Kärnten","AT",,46.6203443,14.3100203,90610,86566,84897,8,8,,"Klagenfurt",86566,86566,0,0,0,20,57,57,22,22,74,74,46,46,14.25,14.25,14.391667,14.391667,46.575,46.575,46.675,46.675,14.317225,46.625644,"Europe/Vienna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q41753",101748059,0,"Klagenfurt","Klagenfurt am Wörthersee","Klagenfurt","Klagenfurt","Klagenfurt","Клагенфурт","克拉根福",,,,,,,,,,,,,,,,1159145087
"4593",7,20,7,"Admin-1 capital","Linz",,,"Linz",0,,0,0,"Austria","AUT","Austria","AUT","Oberösterreich","AT",,48.3192328,14.2887813,349161,181162,257810,10,9,,"Linz",349161,349161,0,0,0,20,208,208,80,80,247,247,154,154,13.933333,13.933333,14.383333,14.383333,48.116667,48.116667,48.366667,48.366667,14.210067,48.242252,"Europe/Vienna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q41329",101748071,0,"Linz","Linz","Linz","Linz","Linz","Линц","林茨",,,,,,,,,,,,,,,,1159145093
"4594",7,20,7,"Populated place","Passau",,,"Passau",0,,0,0,"Germany","DEU","Germany","DEU","Bayern","DE",,48.5754623,13.4411788,50560,49440,49019,8,7,,"Passau",49440,49440,0,0,0,20,42,42,16,16,57,57,35,35,13.35,13.35,13.508333,13.508333,48.55,48.55,48.641667,48.641667,13.438851,48.581869,"Europe/Berlin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q4190",101748495,0,"Passau","Passau","Passau","Passau","Passau","Пассау","帕绍",,,,,,,,,,,,,,,,1159145097
"4595",7,20,7,"Admin-1 capital","Salzburg",,,"Salzburg",0,,0,0,"Austria","AUT","Austria","AUT","Salzburg","AT",,47.8104783,13.0400203,206279,150269,199844,10,9,,"Salzburg",206279,206279,0,0,0,20,104,104,40,40,104,104,64,64,12.933333,12.933333,13.1,13.1,47.741667,47.741667,47.875,47.875,13.021997,47.805098,"Europe/Vienna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q34713",101913409,0,"Salzburg","Salzburg","Salzburgo","Salzbourg","Salzburgo","Зальцбург","萨尔茨堡",,,,,,,,,,,,,,,,1159145101
"4596",7,20,7,"Admin-1 capital","Innsbruck",,,"Innsbruck",0,,0,0,"Austria","AUT","Austria","AUT","Tirol","AT",,47.2804073,11.4099906,155214,112467,148542,9,9,,"Innsbruck",155214,155214,0,0,0,20,80,80,31,31,122,122,76,76,11.233333,11.233333,11.541667,11.541667,47.225,47.225,47.308333,47.308333,11.397476,47.265481,"Europe/Vienna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q1735",101748061,0,"Innsbruck","Innsbruck","Innsbruck","Innsbruck","Innsbruck","Инсбрук","因斯布鲁克",,,,,,,,,,,,,,,,1159145105
"4597",7,20,6,"Populated place","Pinsk",,,"Pinsk",0,,0,0,"Belarus","BLR","Belarus","BLR","Brest","BY",,52.1278634,26.0940555,130777,110900,110428,9,9,,"Pinsk",110900,110900,0,0,0,20,32,32,12,12,45,45,28,28,26.033333,26.033333,26.183333,26.183333,52.1,52.1,52.158333,52.158333,26.10125,52.126389,"Europe/Minsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q204150",421179821,0,"Pinsk","Pinsk","Pinsk","Pinsk","Pinsk","Пинск","平斯克",,,,,,,,,,,,,,,,1159145111
"4598",7,20,6,"Populated place","Mazyr",,,"Mazyr",0,,0,0,"Belarus","BLR","Belarus","BLR","Homyel'","BY",,52.0459562,29.2721561,112137,89735,86932,9,8,,"Mazyr",89735,89735,0,0,0,20,23,23,9,9,32,32,20,20,29.175,29.175,29.283333,29.283333,52.016667,52.016667,52.066667,52.066667,29.229748,52.041182,"Europe/Minsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q386487",421173997,0,"Mazyr","Masyr","Mózyr","Mazyr","Mazyr","Мозырь","莫济里",,,,,,,,,,,,,,,,1159145115
"4599",7,20,6,"Admin-1 capital","Mahilyow",,,"Mahilyow",0,,0,0,"Belarus","BLR","Belarus","BLR","Mahilyow","BY",,53.8985047,30.32465,369200,317854,305578,10,10,,"Mahilyow",317854,317854,0,0,0,20,74,74,28,28,90,90,56,56,30.258333,30.258333,30.425,30.425,53.833333,53.833333,53.975,53.975,30.334339,53.896868,"Europe/Minsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q154835",421174901,0,"Mogilyov","Mahiljou","Maguilov","Moguilev","Mahilou","Могилёв","莫吉廖夫",,,,,,,,,,,,,,,,1159145119
"4600",7,20,6,"Populated place","Babruysk",,,"Babruysk",0,,0,0,"Belarus","BLR","Belarus","BLR","Mahilyow","BY",,53.1265621,29.1927811,220517,205126,204010,10,10,,"Babruysk",205126,205126,0,0,0,20,63,63,24,24,53,53,33,33,29.141667,29.141667,29.258333,29.258333,53.075,53.075,53.208333,53.208333,29.208919,53.146453,"Europe/Minsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q207294",421168755,0,"Babruysk","Babrujsk","Babruisk","Babrouïsk","Babruysk","Бобруйск","博布鲁伊斯克",,,,,,,,,,,,,,,,1159145123
"4601",7,20,6,"Populated place","Orsha",,,"Orsha",0,,0,0,"Belarus","BLR","Belarus","BLR","Vitsyebsk","BY",,54.5153146,30.4215433,135206,125347,134906,9,9,,"Orsha",135206,135206,0,0,0,20,38,38,15,15,38,38,24,24,30.35,30.35,30.458333,30.458333,54.466667,54.466667,54.558333,54.558333,30.405373,54.510526,"Europe/Minsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q208609",421201889,0,"Orsha","Orscha","Orsha","Orcha","Orsha","Орша","奥尔沙",,,,,,,,,,,,,,,,1159145129
"4602",7,20,6,"Populated place","Lida",,,"Lida",0,,0,0,"Belarus","BLR","Belarus","BLR","Hrodna","BY",,53.8884794,25.2846476,100216,98036,100084,9,8,,"Lida",100216,100216,0,0,0,20,23,23,9,9,26,26,16,16,25.25,25.25,25.333333,25.333333,53.866667,53.866667,53.925,53.925,25.296014,53.893116,"Europe/Minsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q241475",890443333,0,"Lida","Lida","Lida","Lida","Lida","Лида","利达",,,,,,,,,,,,,,,,1159145133
"4603",7,20,6,"Admin-1 capital","Hrodna",,,"Hrodna",0,,0,0,"Belarus","BLR","Belarus","BLR","Hrodna","BY",,53.6778721,23.8340901,317365,254369,251795,10,10,,"Hrodna",254369,254369,0,0,0,20,57,57,22,22,54,54,34,34,23.758333,23.758333,23.883333,23.883333,53.616667,53.616667,53.725,53.725,23.823986,53.671884,"Europe/Minsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q181376",1141908257,0,"Grodno","Hrodna","Grodno","Hrodna","Hrodna","Гродно","格罗德诺",,,,,,,,,,,,,,,,1159145137
"4604",7,20,6,"Populated place","Barysaw",,,"Barysaw",0,,0,0,"Belarus","BLR","Belarus","BLR","Minsk","BY",,54.226004,28.4921521,155389,100000,155146,9,8,,"Barysaw",155389,155389,0,0,0,20,51,51,20,20,62,62,38,38,28.45,28.45,28.575,28.575,54.166667,54.166667,54.275,54.275,28.506559,54.220751,"Europe/Minsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q19313",421199755,0,"Barysaw","Baryssau","Borisov","Borissov","Borisov","Борисов","鲍里索夫",,,,,,,,,,,,,,,,1159145141
"4605",7,20,8,"Admin-1 capital","Naxcivan",,"Naxcivian","Naxcivan",0,,0,0,"Azerbaijan","AZE","Azerbaijan","AZE","Naxçivan","AZ",,39.2092204,45.4122045,94788,64754,91667,8,8,,"Naxcivan",94788,94788,0,0,0,20,29,29,11,11,40,40,25,25,45.366667,45.366667,45.441667,45.441667,39.166667,39.166667,39.241667,39.241667,45.408236,39.205136,"Asia/Baku",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q230104",1141908259,0,"Nakhchivan","Naxçıvan","Najicheván","Nakhitchevan","Naquichevão","Нахичевань","納希切萬",,,,,,,,,,,,,,,,1159145147
"4606",7,20,2,"Populated place","Jashore","Jessore",,"Jashore",0,,0,0,"Bangladesh","BGD","Bangladesh","BGD","Khulna","BD",,23.1704319,89.1999711,243987,243987,5374161,10,10,,"Jessore",5554294,5556612,0,0,0,20,4066,4096,1570,1582,3274,3317,2034,2061,88.816667,88.816667,89.797757,89.797757,22.675,22.675,23.60057,23.60057,89.235966,23.252469,"Asia/Dhaka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q1688300",421168849,0,"Jessore","Jessore",,"Jessore","Jessore","Джессор",,,,,,,,,,,,,,,,,1159145151
"4607",7,20,2,"Admin-1 capital","Barishal","Barisal",,"Barishal",0,,0,0,"Bangladesh","BGD","Bangladesh","BGD","Barisal","BD",,22.700409,90.3749898,202242,202242,7953317,10,10,,"Barisal",6263330,6483685,0,0,0,20,4173,4319,1611,1668,0,3155,0,1960,89.883901,89.883901,90.616667,90.616667,22.075,22.075,23.213547,23.222934,90.288696,22.654836,"Asia/Dhaka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q747840",421175653,0,"Barisal","Barishal","Barisal","Barisal","Barisal","Барисал","巴里薩爾",,,,,,,,,,,,,,,,1159145155
"4608",7,20,2,"Populated place","Comilla",,,"Comilla",0,,0,0,"Bangladesh","BGD","Bangladesh","BGD","Chittagong","BD",,23.4704136,91.16998,389411,389411,9617045,10,10,,"Comilla",9691173,15563903,0,0,0,20,4985,8533,1925,3295,1675,3671,1041,2281,90.658395,90.739569,91.575,91.691667,22.741667,22.741667,23.75582,24.536931,91.144375,23.376138,"Asia/Dhaka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q1006296",421175649,0,"Comilla","Kumilla",,"Comilla",,"Комилла","庫米拉",,,,,,,,,,,,,,,,1159145159
"4609",7,20,7,"Populated place","Lokhwabe",,,"Lokhwabe",0,,0,0,"Botswana","BWA","Botswana","BWA","Kgalagadi","BW",,-24.1695984,21.8300264,1473,1473,0,3,3,,"Lokhwabe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Gaborone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q170657",890431955,0,"Lokgwabe",,,"Lokgwabe",,"Локгвабе",,,,,,,,,,,,,,,,,1159145165
"4610",7,20,7,"Populated place","Lehututu",,,"Lehututu",0,,0,0,"Botswana","BWA","Botswana","BWA","Kgalagadi","BW",,-23.9696106,21.870024,1942,1942,0,3,3,,"Lehututu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Gaborone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q170646",890432027,0,"Lehututu",,,"Lehututu",,"Лехутуту",,,,,,,,,,,,,,,,,1159145169
"4611",7,20,7,"Admin-1 capital","Tshabong",,"Tsabong","Tshabong",0,,0,0,"Botswana","BWA","Botswana","BWA","Kgalagadi","BW",,-26.0094861,22.4000175,9679,9679,9679,5,5,,"Tshabong",9679,9679,0,0,0,20,5,5,2,2,9,9,5,5,22.391667,22.391667,22.408333,22.408333,-26.033333,-26.033333,-26.008333,-26.008333,22.4,-26.020833,"Africa/Gaborone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q170727",421170737,0,"Tshabong","Tshabong","Tsabong","Tsabong","Tshabong","Чабонг","察邦",,,,,,,,,,,,,,,,1159145173
"4612",7,20,7,"Populated place","Tsau",,,"Tsau",0,,0,0,"Botswana","BWA","Botswana","BWA","North-West","BW",,-20.1596106,22.4599621,1409,1409,0,3,3,,"Tsau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Gaborone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q166943",890443483,0,"Tsao",,,"Tsao",,"Цау",,,,,,,,,,,,,,,,,1159145177
"4613",7,20,7,"Populated place","Nokaneng",,,"Nokaneng",0,,0,0,"Botswana","BWA","Botswana","BWA","North-West","BW",,-19.6696146,22.2699996,1763,1763,0,3,3,,"Nokaneng",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Gaborone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q171157",890415449,0,"Nokaneng",,,"Nokaneng",,"Ноканенг",,,,,,,,,,,,,,,,,1159145185
"4614",7,20,7,"Populated place","Mohembo",,,"Mohembo",0,,0,0,"Botswana","BWA","Botswana","BWA","North-West","BW",,-18.2995691,21.8000024,757,757,0,2,2,,"Mohembo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q171089",1141908261,0,,,,,,,,,,,,,,,,,,,,,,,1159145189
"4615",7,20,7,"Admin-1 capital","Maun",,,"Maun",0,,0,0,"Botswana","BWA","Botswana","BWA","North-West","BW",,-19.9895951,23.4200069,49945,44173,44173,7,7,,"Maun",44173,44173,0,0,0,20,19,19,7,7,31,31,19,19,23.391667,23.391667,23.441667,23.441667,-20.025,-20.025,-19.966667,-19.966667,23.421196,-19.994384,"Africa/Gaborone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q170732",421173155,0,"Maun","Maun","Maun","Maun","Maun","Маун","馬翁",,,,,,,,,,,,,,,,1159145193
"4616",7,20,7,"Admin-1 capital","Kasane",,,"Kasane",0,,0,0,"Botswana","BWA","Botswana","BWA","North-West","BW",,-17.8095731,25.1500305,9250,6299,0,5,5,,"Kasane",6299,0,0,0,0,10,3,3,1,1,7,7,4,4,25.141667,25.141667,25.158333,25.158333,-17.808333,-17.808333,-17.791667,-17.791667,25.15,-17.8,"Africa/Gaborone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q170715",421168787,0,"Kasane","Kasane","Kasane","Kasane","Kasane","Касане","卡薩內",,,,,,,,,,,,,,,,1159145197
"4617",7,20,7,"Populated place","Nata",,,"Nata",0,,0,0,"Botswana","BWA","Botswana","BWA","Central","BW",,-20.2094783,26.1900187,4794,191,0,4,1,,"Nata",191,191,0,0,0,20,1,1,0,0,4,4,2,2,26.175,26.175,26.183333,26.183333,-20.208333,-20.208333,-20.2,-20.2,26.179167,-20.204167,"Africa/Gaborone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q170817",421203533,0,"Nata","Nata","Nata","Nata","Nata","Ната",,,,,,,,,,,,,,,,,1159145203
"4618",7,20,7,"Populated place","Mopipi",,,"Mopipi",0,,0,0,"Botswana","BWA","Botswana","BWA","Central","BW",,-21.1795483,24.8800211,3301,3301,0,4,4,,"Mopipi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Africa/Gaborone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q167864",890415451,0,"Mopipi",,,"Mopipi",,,,,,,,,,,,,,,,,,,1159145207
"4619",7,20,7,"Populated place","Palapye",,,"Palapye",0,,0,0,"Botswana","BWA","Botswana","BWA","Central","BW",,-22.5596191,27.130013,30650,23708,23708,7,7,,"Palapye",23708,23708,0,0,0,20,14,14,5,5,20,20,12,12,27.091667,27.091667,27.15,27.15,-22.566667,-22.566667,-22.533333,-22.533333,27.119907,-22.547685,"Africa/Gaborone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q170711",421199593,0,"Palapye","Palapye","Palapye","Palapye","Palapye","Палапье","帕拉佩",,,,,,,,,,,,,,,,1159145211
"4620",7,20,8,"Admin-1 capital","Bururi",,,"Bururi",0,,0,0,"Burundi","BDI","Burundi","BDI","Bururi","BI",,-3.9507291,29.6165795,20393,19740,237022,7,6,,"Bururi",20393,20393,0,0,0,20,43,43,16,16,57,57,36,36,29.608333,29.608333,29.708333,29.708333,-3.975,-3.975,-3.908333,-3.908333,29.654667,-3.946167,"Africa/Bujumbura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q992247",890439995,0,"Bururi","Bururi","Bururi","Bururi","Bururi","Бурури","布鲁里",,,,,,,,,,,,,,,,1159145215
"4621",7,20,8,"Admin-1 capital","Muyinga",,,"Muyinga",0,,0,0,"Burundi","BDI","Burundi","BDI","Muyinga","BI",,-2.8523466,30.3172603,71076,71076,975350,8,8,,"Muyinga",906110,2144751,0,0,0,20,1526,3504,589,1353,1608,3460,999,2150,29.58557,29.916667,30.466667,30.475,-3.257204,-3.191667,-2.516667,-2.4,30.107474,-2.804992,"Africa/Bujumbura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q2006076",421168729,0,"Muyinga","Muyinga","Muyinga","Muyinga","Muyinga","Муйинга","穆因加",,,,,,,,,,,,,,,,1159145221
"4622",7,20,7,"Admin-1 capital","Lobatse",,,"Lobatse",0,,0,0,"Botswana","BWA","Botswana","BWA","South-East","BW",,-25.2196118,25.680024,69804,30883,69804,8,7,,"Lobatse",69804,69804,0,0,0,20,22,22,8,8,28,28,18,18,25.658333,25.658333,25.708333,25.708333,-25.241667,-25.241667,-25.175,-25.175,25.681845,-25.214583,"Africa/Gaborone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q165768",890439933,0,"Lobatse","Lobatse","Lobatse","Lobatse","Lobatse","Лобаце","洛巴策",,,,,,,,,,,,,,,,1159145225
"4623",7,20,7,"Admin-1 capital","Kanye",,,"Kanye",0,,0,0,"Botswana","BWA","Botswana","BWA","Southern","BW",,-24.9696012,25.339993,46831,44716,46831,7,7,,"Kanye",46831,0,0,0,0,10,23,23,9,9,27,27,17,17,25.3,25.3,25.358333,25.358333,-25.008333,-25.008333,-24.95,-24.95,25.33204,-24.979741,"Africa/Gaborone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q170730",421170735,0,"Kanye","Kanye","Kanye","Kanye","Kanye","Канье","卡內",,,,,,,,,,,,,,,,1159145229
"4624",7,20,3,"Populated place","Pine Creek",,,"Pine Creek",0,,0,0,"Australia","AUS","Australia","AUS","Northern Territory","AU",,-13.8161735,131.816698,665,345,0,2,2,,"Pine Creek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q18007",1141908263,0,"Pine Creek","Pine Creek","Pine Creek","Pine Creek","Pine Creek",,,,,,,,,,,,,,,,,,1159145231
"4625",7,20,3,"Populated place","Adelaide River",,,"Adelaide River",0,,0,0,"Australia","AUS","Australia","AUS","Northern Territory","AU",,-13.2495414,131.0999975,237,237,0,2,2,,"Adelaide River",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,"Q17903",1141908265,0,"Adelaide River","Adelaide River","Adelaide River","Adelaide River",,,,,,,,,,,,,,,,,,,1159145237
"4626",7,20,3,"Populated place","McMinns Lagoon",,,"McMinns Lagoon",0,,0,0,"Australia","AUS","Australia","AUS","Northern Territory","AU",,-12.5328926,131.0500264,5025,5025,0,5,5,,"McMinns Lagoon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Australia/Darwin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q6802388",101938553,0,"McMinns Lagoon",,,"McMinns Lagoon",,,,,,,,,,,,,,,,,,,1159145241
"4627",7,20,3,"Populated place","Newcastle Waters",,,"Newcastle Waters",0,,0,0,"Australia","AUS","Australia","AUS","Northern Territory","AU",,-17.5527929,133.4672432,10,10,0,1,1,,"Newcastle Waters",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q17994",1141908267,0,"Newcastle Waters","Newcastle Waters","Newcastle Waters","Newcastle Waters","Newcastle Waters",,"紐卡素沃塔斯",,,,,,,,,,,,,,,,1159145245
"4628",7,20,3,"Populated place","Ravensthorpe",,,"Ravensthorpe",0,,0,0,"Australia","AUS","Australia","AUS","Western Australia","AU",,-33.5828739,120.0333345,1101,177,0,3,1,,"Ravensthorpe",177,177,0,0,0,20,1,1,0,0,3,3,2,2,120.041667,120.041667,120.05,120.05,-33.591667,-33.591667,-33.583333,-33.583333,120.045833,-33.5875,"Australia/Perth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q2748677",101937715,0,"Ravensthorpe",,,"Ravensthorpe","Ravensthorpe",,,,,,,,,,,,,,,,,,1159145249
"4629",7,20,3,"Populated place","Wagin",,,"Wagin",0,,0,0,"Australia","AUS","Australia","AUS","Western Australia","AU",,-33.2995837,117.3499841,1598,477,0,3,2,,"Wagin",477,0,0,0,0,10,3,3,1,1,7,7,4,4,117.333333,117.333333,117.35,117.35,-33.316667,-33.316667,-33.3,-33.3,117.341667,-33.308333,"Australia/Perth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q2539195",101941331,0,"Wagin","Wagin",,"Wagin","Wagin",,,,,,,,,,,,,,,,,,1159145255
"4630",7,20,3,"Populated place","Roebourne",,,"Roebourne",0,,0,0,"Australia","AUS","Australia","AUS","Western Australia","AU",,-20.7829317,117.1333048,19260,3303,0,6,4,,"Roebourne",3303,0,0,0,0,10,4,4,2,2,11,11,7,7,117.125,117.125,117.15,117.15,-20.783333,-20.783333,-20.758333,-20.758333,117.139167,-20.769167,"Australia/Perth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q941071",101941315,0,"Roebourne","Roebourne",,"Roebourne","Roebourne",,"羅伯恩",,,,,,,,,,,,,,,,1159145259
"4631",7,20,3,"Populated place","Pannawonica",,,"Pannawonica",0,,0,0,"Australia","AUS","Australia","AUS","Western Australia","AU",,-21.6365747,116.3250337,686,686,0,2,2,,"Panniwonica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Q7131386",1141908269,0,"Pannawonica",,,,,,,,,,,,,,,,,,,,,,1159145263
